,Type,Air temperature [°C],Process temperature [°C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference [°C]
7871,L,28.450000000000045,40.05000000000001,1308,54.7,52,0,0,0,0,0,0,11.599999999999966
7872,L,28.450000000000045,40.150000000000034,1532,37.2,54,0,0,0,0,0,0,11.699999999999989
7873,L,28.55000000000001,40.25,1470,38.6,56,0,0,0,0,0,0,11.699999999999989
7874,L,28.55000000000001,40.150000000000034,1548,37.9,58,0,0,0,0,0,0,11.600000000000023
7875,L,28.55000000000001,40.150000000000034,1898,24.0,60,0,0,0,0,0,0,11.600000000000023
7876,H,28.55000000000001,40.05000000000001,1335,49.0,62,0,0,0,0,0,0,11.5
7877,L,28.55000000000001,40.150000000000034,1420,53.8,67,0,0,0,0,0,0,11.600000000000023
7878,L,28.55000000000001,40.150000000000034,1418,49.0,69,0,0,0,0,0,0,11.600000000000023
7879,M,28.650000000000034,40.150000000000034,1535,40.3,71,0,0,0,0,0,0,11.5
7880,H,28.55000000000001,40.25,1457,47.2,74,0,0,0,0,0,0,11.699999999999989
7881,L,28.650000000000034,40.25,1493,39.1,79,0,0,0,0,0,0,11.599999999999966
7882,H,28.55000000000001,40.150000000000034,1670,27.3,81,0,0,0,0,0,0,11.600000000000023
7883,H,28.55000000000001,40.150000000000034,1446,45.4,86,0,0,0,0,0,0,11.600000000000023
7884,L,28.650000000000034,40.25,1465,59.1,91,1,0,0,1,0,0,11.599999999999966
7885,L,28.55000000000001,40.150000000000034,1590,36.3,93,0,0,0,0,0,0,11.600000000000023
7886,M,28.450000000000045,40.05000000000001,2174,18.5,95,0,0,0,0,0,0,11.599999999999966
7887,L,28.55000000000001,40.25,1590,37.9,98,0,0,0,0,0,0,11.699999999999989
7888,L,28.55000000000001,40.150000000000034,1577,33.2,100,0,0,0,0,0,0,11.600000000000023
7889,M,28.55000000000001,40.25,1371,61.7,102,0,0,0,0,0,0,11.699999999999989
7890,L,28.650000000000034,40.25,1767,25.6,105,0,0,0,0,0,0,11.599999999999966
7891,L,28.650000000000034,40.35000000000002,1517,39.2,107,0,0,0,0,0,0,11.699999999999989
7892,M,28.75,40.450000000000045,1555,40.6,109,0,0,0,0,0,0,11.700000000000045
7893,L,28.75,40.55000000000001,1416,43.8,112,0,0,0,0,0,0,11.800000000000011
7894,M,28.650000000000034,40.450000000000045,1588,35.6,114,0,0,0,0,0,0,11.800000000000011
7895,L,28.650000000000034,40.450000000000045,1422,50.0,117,0,0,0,0,0,0,11.800000000000011
7896,L,28.650000000000034,40.450000000000045,1376,53.6,119,0,0,0,0,0,0,11.800000000000011
7897,L,28.650000000000034,40.35000000000002,1434,50.7,121,0,0,0,0,0,0,11.699999999999989
7898,L,28.650000000000034,40.35000000000002,1423,47.3,123,0,0,0,0,0,0,11.699999999999989
7899,L,28.75,40.25,1364,52.5,125,0,0,0,0,0,0,11.5
7900,L,28.650000000000034,40.25,1825,23.8,127,0,0,0,0,0,0,11.599999999999966
7901,L,28.650000000000034,40.25,1365,44.5,129,0,0,0,0,0,0,11.599999999999966
7902,M,28.55000000000001,40.150000000000034,1430,47.2,131,0,0,0,0,0,0,11.600000000000023
7903,L,28.650000000000034,40.150000000000034,1435,44.8,134,0,0,0,0,0,0,11.5
7904,M,28.650000000000034,40.25,1811,25.1,136,0,0,0,0,0,0,11.599999999999966
7905,M,28.650000000000034,40.25,1465,43.7,139,0,0,0,0,0,0,11.599999999999966
7906,L,28.75,40.25,1372,51.0,142,0,0,0,0,0,0,11.5
7907,L,28.650000000000034,40.150000000000034,1858,26.3,144,0,0,0,0,0,0,11.5
7908,L,28.55000000000001,40.150000000000034,1715,26.8,146,0,0,0,0,0,0,11.600000000000023
7909,L,28.55000000000001,40.05000000000001,1590,38.5,148,0,0,0,0,0,0,11.5
7910,M,28.650000000000034,40.05000000000001,1664,25.7,150,0,0,0,0,0,0,11.399999999999977
7911,L,28.55000000000001,39.950000000000045,1512,36.9,153,0,0,0,0,0,0,11.400000000000034
7912,L,28.55000000000001,39.950000000000045,1498,44.0,155,0,0,0,0,0,0,11.400000000000034
7913,L,28.55000000000001,39.950000000000045,1395,41.9,157,0,0,0,0,0,0,11.400000000000034
7914,H,28.55000000000001,39.950000000000045,1490,43.1,159,0,0,0,0,0,0,11.400000000000034
7915,H,28.650000000000034,39.950000000000045,1527,35.1,164,0,0,0,0,0,0,11.300000000000011
7916,L,28.650000000000034,39.950000000000045,1512,37.1,169,0,0,0,0,0,0,11.300000000000011
7917,L,28.75,39.950000000000045,1474,42.4,171,0,0,0,0,0,0,11.200000000000045
7918,L,28.650000000000034,39.950000000000045,1505,41.3,173,0,0,0,0,0,0,11.300000000000011
7919,L,28.650000000000034,39.85000000000002,1496,40.0,175,0,0,0,0,0,0,11.199999999999989
7920,L,28.650000000000034,39.85000000000002,1382,49.3,177,0,0,0,0,0,0,11.199999999999989
7921,L,28.55000000000001,39.75,1419,47.7,179,0,0,0,0,0,0,11.199999999999989
7922,L,28.55000000000001,39.75,1462,39.7,181,0,0,0,0,0,0,11.199999999999989
7923,M,28.650000000000034,39.85000000000002,1450,45.0,183,0,0,0,0,0,0,11.199999999999989
7924,H,28.55000000000001,39.75,1389,46.5,186,0,0,0,0,0,0,11.199999999999989
7925,M,28.55000000000001,39.75,1697,28.2,191,0,0,0,0,0,0,11.199999999999989
7926,L,28.55000000000001,39.75,1335,57.1,194,1,0,0,0,1,0,11.199999999999989
7927,L,28.55000000000001,39.75,1476,42.0,196,0,0,0,0,0,0,11.199999999999989
7928,L,28.450000000000045,39.55000000000001,1497,43.6,198,0,0,0,0,0,0,11.099999999999966
7929,M,28.450000000000045,39.450000000000045,1669,29.2,200,0,0,0,0,0,0,11.0
7930,L,28.450000000000045,39.450000000000045,1455,48.0,203,0,0,0,0,0,0,11.0
7931,L,28.55000000000001,39.55000000000001,1499,38.4,205,0,0,0,0,0,0,11.0
7932,L,28.55000000000001,39.650000000000034,1478,41.9,207,0,0,0,0,0,0,11.100000000000023
7933,L,28.650000000000034,39.650000000000034,1928,21.8,209,0,0,0,0,0,0,11.0
7934,M,28.650000000000034,39.75,1621,28.3,211,0,0,0,0,0,0,11.099999999999966
7935,M,28.650000000000034,39.75,1356,44.3,214,0,0,0,0,0,0,11.099999999999966
7936,L,28.650000000000034,39.55000000000001,1490,46.4,217,0,0,0,0,0,0,10.899999999999977
7937,L,28.650000000000034,39.55000000000001,1578,31.4,219,0,0,0,0,0,0,10.899999999999977
7938,L,28.650000000000034,39.55000000000001,1681,31.3,221,0,0,0,0,0,0,10.899999999999977
7939,L,28.650000000000034,39.650000000000034,1417,43.4,223,0,0,0,0,0,0,11.0
7940,M,28.55000000000001,39.55000000000001,1532,40.0,0,0,0,0,0,0,0,11.0
7941,M,28.55000000000001,39.55000000000001,1499,38.9,3,0,0,0,0,0,0,11.0
7942,L,28.650000000000034,39.55000000000001,1432,45.8,6,0,0,0,0,0,0,10.899999999999977
7943,L,28.650000000000034,39.55000000000001,1753,29.0,8,0,0,0,0,0,0,10.899999999999977
7944,L,28.650000000000034,39.55000000000001,1414,49.0,10,0,0,0,0,0,0,10.899999999999977
7945,L,28.650000000000034,39.55000000000001,1655,32.2,12,0,0,0,0,0,0,10.899999999999977
7946,L,28.650000000000034,39.450000000000045,1516,35.6,14,0,0,0,0,0,0,10.800000000000011
7947,L,28.650000000000034,39.55000000000001,1426,45.5,16,0,0,0,0,0,0,10.899999999999977
7948,L,28.650000000000034,39.55000000000001,1479,39.4,18,0,0,0,0,0,0,10.899999999999977
7949,M,28.55000000000001,39.35000000000002,1569,36.4,20,0,0,0,0,0,0,10.800000000000011
7950,L,28.650000000000034,39.450000000000045,1568,36.0,23,0,0,0,0,0,0,10.800000000000011
7951,M,28.75,39.650000000000034,1843,24.5,25,0,0,0,0,0,0,10.900000000000034
7952,M,28.75,39.75,1480,40.9,28,0,0,0,0,0,0,11.0
7953,L,28.850000000000023,39.85000000000002,1447,36.8,31,0,0,0,0,0,0,11.0
7954,L,28.850000000000023,39.75,1454,41.9,33,0,0,0,0,0,0,10.899999999999977
7955,M,28.75,39.75,1310,56.1,35,0,0,0,0,0,0,11.0
7956,H,28.75,39.75,1513,38.0,38,0,0,0,0,0,0,11.0
7957,H,28.75,39.75,2140,16.5,43,0,0,0,0,0,0,11.0
7958,L,28.850000000000023,39.950000000000045,1377,49.9,48,0,0,0,0,0,0,11.100000000000023
7959,L,28.850000000000023,39.950000000000045,1585,32.3,50,0,0,0,0,0,0,11.100000000000023
7960,H,28.950000000000045,40.05000000000001,1491,42.6,52,0,0,0,0,0,0,11.099999999999966
7961,L,28.850000000000023,40.05000000000001,1264,59.0,57,0,0,0,0,0,0,11.199999999999989
7962,L,28.850000000000023,40.05000000000001,1372,47.0,59,0,0,0,0,0,0,11.199999999999989
7963,L,28.850000000000023,40.05000000000001,1510,39.9,61,0,0,0,0,0,0,11.199999999999989
7964,L,28.75,39.950000000000045,1423,40.2,63,0,0,0,0,0,0,11.200000000000045
7965,L,28.950000000000045,40.150000000000034,1464,35.3,65,0,0,0,0,0,0,11.199999999999989
7966,L,28.850000000000023,40.05000000000001,1602,35.9,67,0,0,0,0,0,0,11.199999999999989
7967,M,28.850000000000023,40.05000000000001,1629,32.6,69,0,0,0,0,0,0,11.199999999999989
7968,L,28.75,40.05000000000001,1811,23.2,72,0,0,0,0,0,0,11.300000000000011
7969,L,28.75,39.950000000000045,1711,28.8,74,0,0,0,0,0,0,11.200000000000045
7970,M,28.75,39.950000000000045,1297,48.6,76,0,0,0,0,0,0,11.200000000000045
7971,L,28.850000000000023,39.950000000000045,1405,46.1,79,0,0,0,0,0,0,11.100000000000023
7972,L,28.950000000000045,40.05000000000001,1397,54.9,81,0,0,0,0,0,0,11.099999999999966
7973,L,28.950000000000045,40.150000000000034,1682,29.7,83,0,0,0,0,0,0,11.199999999999989
7974,L,29.05000000000001,40.150000000000034,1528,38.4,85,0,0,0,0,0,0,11.100000000000023
7975,M,29.05000000000001,40.150000000000034,1548,38.3,87,0,0,0,0,0,0,11.100000000000023
7976,H,29.05000000000001,40.25,1395,47.8,90,0,0,0,0,0,0,11.199999999999989
7977,L,29.05000000000001,40.25,1378,59.0,95,0,0,0,0,0,0,11.199999999999989
7978,L,29.05000000000001,40.25,1480,53.5,97,0,0,0,0,0,0,11.199999999999989
7979,M,29.05000000000001,40.25,1428,36.6,99,0,0,0,0,0,0,11.199999999999989
7980,M,29.05000000000001,40.25,1505,39.6,102,0,0,0,0,0,0,11.199999999999989
7981,L,28.850000000000023,40.150000000000034,1445,36.4,105,0,0,0,0,0,0,11.300000000000011
7982,L,28.850000000000023,40.150000000000034,1488,42.6,107,0,0,0,0,0,0,11.300000000000011
7983,L,28.850000000000023,40.05000000000001,1601,33.0,109,0,0,0,0,0,0,11.199999999999989
7984,L,28.850000000000023,40.150000000000034,1550,34.9,111,0,0,0,0,0,0,11.300000000000011
7985,L,28.850000000000023,40.05000000000001,1540,34.1,113,0,0,0,0,0,0,11.199999999999989
7986,L,28.950000000000045,40.150000000000034,1587,34.5,115,0,0,0,0,0,0,11.199999999999989
7987,H,28.850000000000023,40.05000000000001,1489,40.3,117,0,0,0,0,0,0,11.199999999999989
7988,L,28.950000000000045,40.150000000000034,1486,34.9,122,0,0,0,0,0,0,11.199999999999989
7989,L,28.950000000000045,40.25,1430,37.9,124,0,0,0,0,0,0,11.299999999999955
7990,M,28.950000000000045,40.25,1809,25.1,126,0,0,0,0,0,0,11.299999999999955
7991,L,28.950000000000045,40.150000000000034,1534,39.0,129,0,0,0,0,0,0,11.199999999999989
7992,M,28.950000000000045,40.150000000000034,1852,25.9,131,0,0,0,0,0,0,11.199999999999989
7993,L,28.950000000000045,40.150000000000034,1595,31.9,134,0,0,0,0,0,0,11.199999999999989
7994,L,28.850000000000023,40.150000000000034,1424,43.5,136,0,0,0,0,0,0,11.300000000000011
7995,L,28.850000000000023,40.05000000000001,1776,28.8,138,0,0,0,0,0,0,11.199999999999989
7996,M,28.850000000000023,40.05000000000001,1499,41.5,140,0,0,0,0,0,0,11.199999999999989
7997,M,28.850000000000023,40.05000000000001,2710,9.7,143,1,0,0,1,0,0,11.199999999999989
7998,L,28.75,39.950000000000045,1359,51.7,146,0,0,0,0,0,0,11.200000000000045
7999,M,28.75,39.950000000000045,1617,31.0,148,0,0,0,0,0,0,11.200000000000045
8000,M,28.650000000000034,39.85000000000002,1443,53.3,151,0,0,0,0,0,0,11.199999999999989
8001,L,28.650000000000034,39.85000000000002,1374,50.2,154,0,0,0,0,0,0,11.199999999999989
8002,M,28.75,39.950000000000045,1851,23.0,156,0,0,0,0,0,0,11.200000000000045
8003,M,28.650000000000034,39.85000000000002,1274,67.3,159,0,0,0,0,0,0,11.199999999999989
8004,L,28.75,39.85000000000002,1533,44.0,162,0,0,0,0,0,0,11.100000000000023
8005,L,28.650000000000034,39.85000000000002,1477,37.3,164,0,0,0,0,0,0,11.199999999999989
8006,L,28.75,39.950000000000045,1462,46.0,166,0,0,0,0,0,0,11.200000000000045
8007,M,28.850000000000023,39.950000000000045,1664,28.4,168,0,0,0,0,0,0,11.100000000000023
8008,L,28.650000000000034,39.75,1414,41.1,171,0,0,0,0,0,0,11.099999999999966
8009,H,28.75,39.85000000000002,2129,17.8,173,0,0,0,0,0,0,11.100000000000023
8010,L,28.650000000000034,39.650000000000034,1323,61.1,178,0,0,0,0,0,0,11.0
8011,L,28.650000000000034,39.650000000000034,1427,43.3,180,0,0,0,0,0,0,11.0
8012,M,28.75,39.85000000000002,1375,56.1,182,0,0,0,0,0,0,11.100000000000023
8013,M,28.75,39.85000000000002,1402,50.7,185,0,0,0,0,0,0,11.100000000000023
8014,L,28.75,39.85000000000002,1500,44.2,188,0,0,0,0,0,0,11.100000000000023
8015,M,28.850000000000023,39.85000000000002,1558,37.5,190,0,0,0,0,0,0,11.0
8016,M,28.75,39.85000000000002,1447,41.4,193,0,0,0,0,0,0,11.100000000000023
8017,L,28.850000000000023,39.85000000000002,1518,39.3,196,0,0,0,0,0,0,11.0
8018,L,28.850000000000023,39.75,1889,23.5,198,0,0,0,0,0,0,10.899999999999977
8019,L,28.850000000000023,39.950000000000045,1675,30.7,200,0,0,0,0,0,0,11.100000000000023
8020,H,28.75,39.85000000000002,1720,27.9,202,0,0,0,0,0,0,11.100000000000023
8021,M,28.850000000000023,39.85000000000002,1499,34.6,207,0,0,0,0,0,0,11.0
8022,L,28.75,39.85000000000002,1441,43.8,210,0,0,0,0,0,0,11.100000000000023
8023,H,28.75,39.85000000000002,1397,42.7,212,0,0,0,0,0,0,11.100000000000023
8024,L,28.75,39.85000000000002,1493,38.7,217,0,0,0,0,0,0,11.100000000000023
8025,M,28.650000000000034,39.85000000000002,1422,50.7,219,0,0,0,0,0,0,11.199999999999989
8026,L,28.55000000000001,39.75,1399,50.2,222,1,0,0,0,1,0,11.199999999999989
8027,L,28.450000000000045,39.75,1425,44.9,224,0,0,0,0,0,0,11.299999999999955
8028,L,28.450000000000045,39.650000000000034,1501,44.8,226,0,0,0,0,0,0,11.199999999999989
8029,M,28.450000000000045,39.75,1629,35.3,0,0,0,0,0,0,0,11.299999999999955
8030,L,28.450000000000045,39.85000000000002,1490,42.2,3,0,0,0,0,0,0,11.399999999999977
8031,L,28.55000000000001,39.85000000000002,1550,32.4,5,0,0,0,0,0,0,11.300000000000011
8032,L,28.650000000000034,39.85000000000002,1416,46.5,7,0,0,0,0,0,0,11.199999999999989
8033,L,28.55000000000001,39.75,1485,38.8,9,0,0,0,0,0,0,11.199999999999989
8034,L,28.55000000000001,39.650000000000034,1564,36.8,11,0,0,0,0,0,0,11.100000000000023
8035,L,28.55000000000001,39.55000000000001,1910,19.7,13,0,0,0,0,0,0,11.0
8036,L,28.55000000000001,39.55000000000001,1460,46.1,15,0,0,0,0,0,0,11.0
8037,L,28.55000000000001,39.650000000000034,1603,34.1,17,0,0,0,0,0,0,11.100000000000023
8038,L,28.55000000000001,39.650000000000034,1486,47.3,19,0,0,0,0,0,0,11.100000000000023
8039,L,28.650000000000034,39.75,1560,31.8,21,0,0,0,0,0,0,11.099999999999966
8040,L,28.650000000000034,39.75,1498,39.3,23,0,0,0,0,0,0,11.099999999999966
8041,H,28.650000000000034,39.75,1431,48.5,25,0,0,0,0,0,0,11.099999999999966
8042,L,28.650000000000034,39.75,1486,45.1,30,0,0,0,0,0,0,11.099999999999966
8043,L,28.55000000000001,39.75,1486,35.8,32,0,0,0,0,0,0,11.199999999999989
8044,L,28.55000000000001,39.650000000000034,1441,38.1,34,0,0,0,0,0,0,11.100000000000023
8045,M,28.55000000000001,39.75,1366,55.1,36,0,0,0,0,0,0,11.199999999999989
8046,L,28.450000000000045,39.650000000000034,1471,41.4,39,0,0,0,0,0,0,11.199999999999989
8047,L,28.450000000000045,39.75,1463,38.2,41,0,0,0,0,0,0,11.299999999999955
8048,L,28.450000000000045,39.75,1413,41.3,43,0,0,0,0,0,0,11.299999999999955
8049,H,28.450000000000045,39.75,1604,30.5,45,0,0,0,0,0,0,11.299999999999955
8050,L,28.55000000000001,39.85000000000002,1401,51.1,50,0,0,0,0,0,0,11.300000000000011
8051,L,28.450000000000045,39.650000000000034,1652,27.2,52,0,0,0,0,0,0,11.199999999999989
8052,L,28.350000000000023,39.75,1403,45.7,54,0,0,0,0,0,0,11.399999999999977
8053,L,28.350000000000023,39.75,1887,21.7,56,0,0,0,0,0,0,11.399999999999977
8054,L,28.25,39.650000000000034,1405,47.9,58,0,0,0,0,0,0,11.400000000000034
8055,H,28.05000000000001,39.450000000000045,1496,41.1,60,0,0,0,0,0,0,11.400000000000034
8056,L,27.950000000000045,39.35000000000002,1499,43.4,65,0,0,0,0,0,0,11.399999999999977
8057,L,28.05000000000001,39.35000000000002,1549,37.2,67,0,0,0,0,0,0,11.300000000000011
8058,L,28.150000000000034,39.450000000000045,1515,44.9,69,0,0,0,0,0,0,11.300000000000011
8059,L,28.05000000000001,39.450000000000045,1540,37.7,71,0,0,0,0,0,0,11.400000000000034
8060,H,28.05000000000001,39.35000000000002,1426,44.3,73,0,0,0,0,0,0,11.300000000000011
8061,M,28.05000000000001,39.450000000000045,1465,41.4,78,0,0,0,0,0,0,11.400000000000034
8062,M,28.150000000000034,39.450000000000045,1359,54.1,81,0,0,0,0,0,0,11.300000000000011
8063,M,28.150000000000034,39.55000000000001,1551,36.4,84,0,0,0,0,0,0,11.399999999999977
8064,L,28.350000000000023,39.650000000000034,1596,34.8,87,0,0,0,0,0,0,11.300000000000011
8065,M,28.350000000000023,39.75,1670,26.3,89,0,0,0,0,0,0,11.399999999999977
8066,L,28.25,39.75,1868,21.3,92,0,0,0,0,0,0,11.5
8067,M,28.450000000000045,39.85000000000002,1490,39.8,94,0,0,0,0,0,0,11.399999999999977
8068,M,28.350000000000023,39.75,1676,35.2,97,0,0,0,0,0,0,11.399999999999977
8069,M,28.350000000000023,39.75,1875,22.1,100,0,0,0,0,0,0,11.399999999999977
8070,M,28.350000000000023,39.85000000000002,1867,23.0,103,0,0,0,0,0,0,11.5
8071,L,28.350000000000023,39.85000000000002,1646,29.5,106,0,0,0,0,0,0,11.5
8072,H,28.350000000000023,39.85000000000002,1375,43.2,108,0,0,0,0,0,0,11.5
8073,L,28.350000000000023,39.85000000000002,1558,36.7,113,0,0,0,0,0,0,11.5
8074,L,28.25,39.85000000000002,1631,34.9,115,0,0,0,0,0,0,11.600000000000023
8075,L,28.25,39.85000000000002,1366,43.0,117,0,0,0,0,0,0,11.600000000000023
8076,L,28.150000000000034,39.650000000000034,1360,48.0,119,0,0,0,0,0,0,11.5
8077,L,28.150000000000034,39.650000000000034,1547,39.7,121,0,0,0,0,0,0,11.5
8078,L,28.150000000000034,39.55000000000001,1571,31.2,123,0,0,0,0,0,0,11.399999999999977
8079,L,28.05000000000001,39.35000000000002,1528,36.1,125,0,0,0,0,0,0,11.300000000000011
8080,H,28.05000000000001,39.35000000000002,1432,43.6,127,0,0,0,0,0,0,11.300000000000011
8081,L,28.05000000000001,39.450000000000045,1356,53.5,132,0,0,0,0,0,0,11.400000000000034
8082,H,27.950000000000045,39.35000000000002,1422,46.2,134,0,0,0,0,0,0,11.399999999999977
8083,L,27.950000000000045,39.25,1438,42.2,139,0,0,0,0,0,0,11.299999999999955
8084,L,28.05000000000001,39.25,1483,44.4,141,0,0,0,0,0,0,11.199999999999989
8085,L,28.05000000000001,39.25,1331,49.8,143,0,0,0,0,0,0,11.199999999999989
8086,L,28.05000000000001,39.25,1463,37.5,145,0,0,0,0,0,0,11.199999999999989
8087,L,27.950000000000045,39.25,1446,40.6,147,0,0,0,0,0,0,11.299999999999955
8088,L,27.950000000000045,39.25,1356,45.7,149,0,0,0,0,0,0,11.299999999999955
8089,L,27.950000000000045,39.150000000000034,1676,30.3,151,0,0,0,0,0,0,11.199999999999989
8090,L,27.950000000000045,39.25,1910,23.0,153,0,0,0,0,0,0,11.299999999999955
8091,L,28.05000000000001,39.450000000000045,1375,56.9,155,0,0,0,0,0,0,11.400000000000034
8092,M,28.05000000000001,39.450000000000045,1513,40.8,157,0,0,0,0,0,0,11.400000000000034
8093,L,28.05000000000001,39.450000000000045,1511,35.7,160,0,0,0,0,0,0,11.400000000000034
8094,H,28.05000000000001,39.450000000000045,1662,28.8,162,0,0,0,0,0,0,11.400000000000034
8095,L,28.05000000000001,39.55000000000001,1493,48.3,167,0,0,0,0,0,0,11.5
8096,M,28.05000000000001,39.55000000000001,1555,37.4,169,0,0,0,0,0,0,11.5
8097,L,28.150000000000034,39.55000000000001,1452,41.5,172,0,0,0,0,0,0,11.399999999999977
8098,L,28.05000000000001,39.450000000000045,1500,39.0,174,0,0,0,0,0,0,11.400000000000034
8099,L,28.05000000000001,39.55000000000001,1603,30.5,176,0,0,0,0,0,0,11.5
8100,L,28.150000000000034,39.55000000000001,1682,27.8,178,0,0,0,0,0,0,11.399999999999977
8101,L,28.150000000000034,39.650000000000034,1567,37.7,180,0,0,0,0,0,0,11.5
8102,L,28.150000000000034,39.650000000000034,1413,46.0,182,0,0,0,0,0,0,11.5
8103,M,28.150000000000034,39.75,1429,41.6,184,0,0,0,0,0,0,11.599999999999966
8104,L,28.150000000000034,39.75,1692,31.5,187,0,0,0,0,0,0,11.599999999999966
8105,L,28.25,39.75,1476,48.7,189,0,0,0,0,0,0,11.5
8106,M,28.25,39.85000000000002,1596,30.4,191,0,0,0,0,0,0,11.600000000000023
8107,H,28.150000000000034,39.75,1390,49.0,194,0,0,0,0,0,0,11.599999999999966
8108,M,28.150000000000034,39.650000000000034,1607,33.7,199,0,0,0,0,0,0,11.5
8109,L,28.150000000000034,39.55000000000001,1821,26.3,202,0,0,0,0,0,0,11.399999999999977
8110,H,28.150000000000034,39.650000000000034,2141,18.5,204,0,0,0,0,0,0,11.5
8111,M,28.25,39.650000000000034,1553,33.1,209,1,1,0,0,0,0,11.400000000000034
8112,M,28.25,39.650000000000034,1442,45.1,0,0,0,0,0,0,0,11.400000000000034
8113,L,28.25,39.55000000000001,1459,45.6,3,0,0,0,0,0,0,11.300000000000011
8114,H,28.25,39.650000000000034,2496,13.5,5,0,0,0,0,0,0,11.400000000000034
8115,L,28.25,39.650000000000034,1367,57.2,10,0,0,0,0,0,0,11.400000000000034
8116,L,28.150000000000034,39.650000000000034,2004,19.6,12,0,0,0,0,0,0,11.5
8117,L,28.150000000000034,39.55000000000001,1406,47.5,14,0,0,0,0,0,0,11.399999999999977
8118,L,28.150000000000034,39.650000000000034,1548,33.0,16,0,0,0,0,0,0,11.5
8119,L,28.150000000000034,39.55000000000001,1333,55.2,18,0,0,0,0,0,0,11.399999999999977
8120,L,28.05000000000001,39.450000000000045,1767,26.4,20,0,0,0,0,0,0,11.400000000000034
8121,L,28.05000000000001,39.450000000000045,1827,27.0,22,0,0,0,0,0,0,11.400000000000034
8122,M,28.05000000000001,39.450000000000045,1533,46.4,24,0,0,0,0,0,0,11.400000000000034
8123,H,28.05000000000001,39.35000000000002,1515,36.8,27,0,0,0,0,0,0,11.300000000000011
8124,L,28.05000000000001,39.25,1568,41.0,32,0,0,0,0,0,0,11.199999999999989
8125,L,28.05000000000001,39.25,1452,47.8,34,0,0,0,0,0,0,11.199999999999989
8126,L,28.05000000000001,39.25,1433,37.9,36,0,0,0,0,0,0,11.199999999999989
8127,M,27.950000000000045,39.150000000000034,1650,33.8,38,0,0,0,0,0,0,11.199999999999989
8128,L,27.950000000000045,39.25,1629,31.3,41,0,0,0,0,0,0,11.299999999999955
8129,L,27.850000000000023,39.150000000000034,1520,39.2,43,0,0,0,0,0,0,11.300000000000011
8130,H,27.850000000000023,39.05000000000001,1393,43.1,45,0,0,0,0,0,0,11.199999999999989
8131,H,27.75,39.05000000000001,1364,49.6,50,0,0,0,0,0,0,11.300000000000011
8132,M,27.75,39.150000000000034,1389,50.0,55,0,0,0,0,0,0,11.400000000000034
8133,L,27.650000000000034,38.950000000000045,1466,46.1,58,0,0,0,0,0,0,11.300000000000011
8134,L,27.55000000000001,38.950000000000045,1650,32.4,60,0,0,0,0,0,0,11.400000000000034
8135,L,27.450000000000045,38.85000000000002,1554,36.3,62,0,0,0,0,0,0,11.399999999999977
8136,M,27.450000000000045,38.75,1474,39.7,64,0,0,0,0,0,0,11.299999999999955
8137,H,27.350000000000023,38.650000000000034,1600,32.4,67,0,0,0,0,0,0,11.300000000000011
8138,L,27.350000000000023,38.650000000000034,1356,54.9,72,0,0,0,0,0,0,11.300000000000011
8139,L,27.350000000000023,38.650000000000034,1571,38.2,74,0,0,0,0,0,0,11.300000000000011
8140,L,27.450000000000045,38.75,1658,28.0,76,0,0,0,0,0,0,11.299999999999955
8141,L,27.450000000000045,38.650000000000034,1393,49.9,78,0,0,0,0,0,0,11.199999999999989
8142,M,27.55000000000001,38.85000000000002,1448,49.8,80,0,0,0,0,0,0,11.300000000000011
8143,L,27.55000000000001,38.75,1477,40.4,83,0,0,0,0,0,0,11.199999999999989
8144,M,27.55000000000001,38.85000000000002,1506,42.7,85,0,0,0,0,0,0,11.300000000000011
8145,M,27.55000000000001,38.75,1685,32.1,88,0,0,0,0,0,0,11.199999999999989
8146,L,27.450000000000045,38.75,1533,31.8,91,0,0,0,0,0,0,11.299999999999955
8147,L,27.350000000000023,38.650000000000034,1447,41.0,93,0,0,0,0,0,0,11.300000000000011
8148,M,27.350000000000023,38.55000000000001,1488,39.5,95,0,0,0,0,0,0,11.199999999999989
8149,M,27.450000000000045,38.650000000000034,1427,50.4,98,0,0,0,0,0,0,11.199999999999989
8150,M,27.350000000000023,38.55000000000001,1424,41.3,101,0,0,0,0,0,0,11.199999999999989
8151,L,27.350000000000023,38.55000000000001,1472,40.9,104,0,0,0,0,0,0,11.199999999999989
8152,L,27.350000000000023,38.55000000000001,1438,45.7,106,0,0,0,0,0,0,11.199999999999989
8153,L,27.450000000000045,38.650000000000034,1507,42.4,108,0,0,0,0,0,0,11.199999999999989
8154,L,27.450000000000045,38.55000000000001,1393,52.1,110,0,0,0,0,0,0,11.099999999999966
8155,L,27.350000000000023,38.650000000000034,1283,52.4,112,0,0,0,0,0,0,11.300000000000011
8156,L,27.450000000000045,38.650000000000034,1644,30.9,114,0,0,0,0,0,0,11.199999999999989
8157,L,27.450000000000045,38.650000000000034,1498,46.9,116,0,0,0,0,0,0,11.199999999999989
8158,L,27.450000000000045,38.650000000000034,1400,40.8,118,0,0,0,0,0,0,11.199999999999989
8159,H,27.450000000000045,38.75,1679,31.2,120,0,0,0,0,0,0,11.299999999999955
8160,M,27.55000000000001,38.950000000000045,1618,30.3,125,0,0,0,0,0,0,11.400000000000034
8161,H,27.450000000000045,38.85000000000002,1714,30.2,128,0,0,0,0,0,0,11.399999999999977
